Scrape_date,Author,Book,Highlighted_by,Passage
2013-01-29T01:48:45.980962," by John Toussaint, Roger Gerard",On the Mend: Revolutionizing Healthcare to Save Lives and Transform the Industry,Highlighted by 74 Kindle users,"Physicians, nurses, and administrators were focused on what worked for them instead of what worked for the patient."
2013-01-29T01:48:45.980962, by Peter Rost,The Whistleblower: Confessions of a Healthcare Hitman,Highlighted by 4 Kindle users,An internal FDA survey demonstrated that a majority of the scientists surveyed—66 percent—lacked confidence in the “ability of the agency to adequately monitor the safety of prescription drugs on the market.”8
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 4 Kindle users,"designing standardized processes that support flexibility in professional care, and enhance individual attention to specific needs."
2013-01-29T01:48:45.980962," by Grunden, Naida",The Pittsburgh Way to Efficient Healthcare: Improving Patient Care Using Toyota Based Methods,Highlighted by 3 Kindle users,"Solve problems, one by one, as close to the time and place of occurrence as possible"
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 8 Kindle users,"Product Management—Product management is the discipline devoted to planning, organizing, and coordinating resources to analyze, design, develop, deliver, maintain, and retire a product."
2013-01-29T01:48:45.980962," by John Toussaint, Roger Gerard",On the Mend: Revolutionizing Healthcare to Save Lives and Transform the Industry,Highlighted by 103 Kindle users,"three organizing principles—focus on patients, value, and time—that are built upon a foundation of continuous improvement and respect for people."
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 5 Kindle users,"shared goals, shared knowledge, and mutual respect—key elements of relational coordination—were"
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 3 Kindle users,“F” (Frustrations) Scale as a standard for measuring how troublesome the people doing the work find the current condition.
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 3 Kindle users,"batching is unavoidable, the goal should involve sizing batches to create the best work delivered, as close to on demand as possible."
2013-01-29T01:48:45.980962, by Pamela Popper,Solving America's Healthcare Crisis,Highlighted by 3 Kindle users,"Although it is not necessary to become vegetarian in order to maintain optimum health, it is necessary for most people to substantially reduce the amount of animal food in their diets."
2013-01-29T01:48:45.980962, by Douglas A. Perednia,Overhauling America's Healthcare Machine: Stop the Bleeding and Save Trillions,Highlighted by 6 Kindle users,financial and legal pressures applied by insurers are specifically designed to force doctors into placing the interests of carriers first.
2013-01-29T01:48:45.980962," by Grunden, Naida",The Pittsburgh Way to Efficient Healthcare: Improving Patient Care Using Toyota Based Methods,Highlighted by 3 Kindle users,"5S, which is shorthand for Sort, Set in order, Shine, Standardize, and Sustain."
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 3 Kindle users,Wellness is more than the mere absence of disease. Wellness is an optimal state of functioning.
2013-01-29T01:48:45.980962, by Michael Christopher Gibbons,eHealth Solutions for Healthcare Disparities,Highlighted by 3 Kindle users,recommend using professional interpreters to improve the quality of  health care delivered to both limited English proficient individuals and alternate  language dominate individuals.
2013-01-29T01:48:45.980962, by Ezekiel Emanuel,"Healthcare, Guaranteed: A Simple, Secure Solution for America",Highlighted by 3 Kindle users,Insurance companies will have to cover everyone who brings them a certificate and will have to guarantee renewal each year.
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 4 Kindle users,"A3 problem solving is done as close in time to the occurrence of an issue as possible, by the people closest to that specific event."
2013-01-29T01:48:45.980962," by Elizabeth Bradley, Lawton Burns","Shortell and Kaluzny's Healthcare Management: Organization Design and Behavior, 6th Edition",Highlighted by 3 Kindle users,"There are five barriers: negative or ambiguous relationships, poor credibility,"
2013-01-29T01:48:45.980962, by Raymond G. Carey,Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies,Highlighted by 3 Kindle users,for counts of nonconformities where there is an equal—or virtually equal—area of opportunity
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 5 Kindle users,“What resources are required and how should they be configured for the care we need to provide?”
2013-01-29T01:48:45.980962, by Lawton Robert Burns,The Business of Healthcare Innovation,Highlighted by 3 Kindle users,"pharmaceutical is a drug for human consumption, specifically developed to impact a disease, which goes through the regulatory process designed to approve prescription medications for marketing to physicians."
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 5 Kindle users,"The Project Manager should always be asking, Will the tool or technique I am considering really add value to my project?"
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 4 Kindle users,"The primary uses of WLANs have been LAN extension, nomadic access in hot spots and broadband access to the Internet."
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 3 Kindle users,Your rationale must be clear but it must also be up to date and based on the best available evidence.
2013-01-29T01:48:45.980962, by Deane MD Waldman,Uproot U.S. Healthcare: To Reform Health Care,Highlighted by 4 Kindle users,"Using “price-based costing,” administrative fees and profit are first taken out of the “price.”"
2013-01-29T01:48:45.980962, by Cindy Jimmerson,Value Stream Mapping for Healthcare Made Easy,Highlighted by 5 Kindle users,A perfect process is one that is designed to not allow the worker to do the work incorrectly; this should be a goal with all process design.
2013-01-29T01:48:45.980962, by Lawton Robert Burns,The Business of Healthcare Innovation,Highlighted by 3 Kindle users,"innovation adoption business - that is, creating the information regulators and customers desire to see and communicating it to them so they can use the product everywhere it is truly a best choice."
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,• Environmental Emergencies • Spinal Injuries • Lifting & Moving Injured or Ill Patients
2013-01-29T01:48:45.980962, by Peter Rost,The Whistleblower: Confessions of a Healthcare Hitman,Highlighted by 3 Kindle users,new Medicare drug program. This $720 billion law includes $139 billion in profits to drug manufactures and $46 billion in subsidies to HMOs and private insurance plans.28
2013-01-29T01:48:45.980962, by Deane MD Waldman,Uproot U.S. Healthcare: To Reform Health Care,Highlighted by 3 Kindle users,"One report shows that where people are punished for all adverse outcomes, 99% of incidents (possible errors) are not reported."
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 5 Kindle users,coordination is a fundamental problem of work process that requires a process-level solution.
2013-01-29T01:48:45.980962, by Douglas A. Perednia,Overhauling America's Healthcare Machine: Stop the Bleeding and Save Trillions,Highlighted by 9 Kindle users,“Courage is what it takes to stand up and speak; courage is also what it takes to sit down and listen.” —Winston Churchill
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 6 Kindle users,"Change management is the discipline devoted to planning, organizing, and coordinating the resources necessary to transition individuals and groups in an organization from the current to a future state."
2013-01-29T01:48:45.980962, by Ezekiel J. Emanuel,"Healthcare, Guaranteed: A Simple, Secure Solution for America",Highlighted by 4 Kindle users,"And to solve the malpractice mess, there will be Centers for Patient   Safety and Dispute Resolution to review complaints and  compensate patients who are injured by medical error."
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,Tourniquets and Hemostatic agents • Malleable (SAM) splints and Ace-type elastic bandages
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 7 Kindle users,"Standards of Training, Certification and Watchkeeping for Seafarers, required by the Coast Guard for the “Medical Person-in-Charge”"
2013-01-29T01:48:45.980962, by John Kenagy MD,Designed to Adapt: Leading Healthcare in Challenging Times,Highlighted by 4 Kindle users,"In Adaptive Design, everyone is empowered and everyone is accountable for taking the lead in adapting his or her own corner of the organization to any and all new realities."
2013-01-29T01:48:45.980962, by John Kenagy MD,Designed to Adapt: Leading Healthcare in Challenging Times,Highlighted by 4 Kindle users,"“You never change things by fighting the existing reality. To change something, build a new model that makes the existing model obsolete.”"
2013-01-29T01:48:45.980962, by Raymond G. Carey,Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies,Highlighted by 3 Kindle users,"one should always choose to measure an activity, rather than count events"
2013-01-29T01:48:45.980962, by Cindy Jimmerson,Value Stream Mapping for Healthcare Made Easy,Highlighted by 5 Kindle users,"To visualize time-saving opportunity, imagine that the work could happen with continuous flow, in a straight line, without those loops."
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 4 Kindle users,"Integration Management—Initiating, planning, executing, controlling, and closing of all key project, IT, and change management plans, processes, and outputs required to achieve project success."
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 5 Kindle users,RFID is not an ideal tool for wireless health monitoring due to its limited memory and difficulty in periodically modifying the stored data.
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 3 Kindle users,relational coordination is the management of interdependencies between the people who perform those tasks.12
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 3 Kindle users,A run is defined as one or more consecutive data points on the same
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 6 Kindle users,"relational coordination is the coordination of work through relationships of shared goals, shared knowledge, and mutual respect."
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 3 Kindle users,reduce the variability in the process and/or (2) shift the process in the desired direction.
2013-01-29T01:48:45.980962, by Regina Herzlinger,Who Killed HealthCare? : America's $2 Trillion Medical Problem - and the Consumer-Driven Cure,Highlighted by 17 Kindle users,Dictating protocols to doctors is as meaningless as forcing artists to paint by numbers.
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 3 Kindle users,"When your health is poor, your life is dominated by doctor visits, hospital admissions, surgeries and endless tests."
2013-01-29T01:48:45.980962, by Deane MD Waldman,Uproot U.S. Healthcare: To Reform Health Care,Highlighted by 3 Kindle users,"Decisions by hospital managers, insurance executives, and legislators in Washington have at least as much impact on patients and their outcomes as decisions by the care providers."
2013-01-29T01:48:45.980962," by Sanjaya Kumar MD MSc MPH, David Nash MD MBA",Demand Better! Revive Our Broken Healthcare System,Highlighted by 4 Kindle users,system?” the answer would be easy: unexplained clinical variation.
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 4 Kindle users,Fixed wireless includes wireless networks that do not provide support for mobility (or handoffs) but use wireless links for information transfer.
2013-01-29T01:48:45.980962, by Raymond G. Carey,Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies,Highlighted by 3 Kindle users,"If a point falls outside a control limit, this point is called a special cause"
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,Honey is NOT recommended for children under 1 year of age (due to the risk of infant botulism as discussed below).
2013-01-29T01:48:45.980962, by Jay Arthur,"Lean Six Sigma for Hospitals: Simple Steps to Fast, Affordable, and Flawless Healthcare",Highlighted by 10 Kindle users,“Listen to staff . . . and get leaders out of their offices. Genchi Genbutsu means ‘go and see for yourself.’”
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 5 Kindle users,"For the cost of a package of cigarettes per day, many people can buy increased time and access to a competent doctor."
2013-01-29T01:48:45.980962, by Norah Vincent,Voluntary Madness: Lost and Found in the Mental Healthcare System,Highlighted by 14 Kindle users,"You become your environment, and you become what you are expected to be. The lower the standard, the lower the result. The ruder the treatment, the cruder, the more animal, the man."
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,"Finally, there is a wealth of information, primarily written for military health care providers, but useful nonetheless, for download from the Borden Institute."
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 5 Kindle users,"A project management plan is a collection of plans for each of the other knowledge areas—scope, schedule, budget, and so on—used collectively to successfully execute, control, and close the project."
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 3 Kindle users,Concierge medicine is a form of private medical care in which patients pay a physician directly for increased time and access to that doctor.
2013-01-29T01:48:45.980962, by Ezekiel J. Emanuel,"Healthcare, Guaranteed: A Simple, Secure Solution for America",Highlighted by 8 Kindle users,"Instead, the health certificates will be paid  for by a dedicated value-added tax (VAT)-one that functions much like a sales tax."
2013-01-29T01:48:45.980962, by Douglas A. Perednia,Overhauling America's Healthcare Machine: Stop the Bleeding and Save Trillions,Highlighted by 7 Kindle users,“Run for your life from any man who tells you that money is evil. That sentence is the leper’s bell of an approaching looter.”
2013-01-29T01:48:45.980962," by Professor Wilfred McSherry, Dr Linda Ross",Spiritual Assessment in Healthcare Practice,Highlighted by 3 Kindle users,– Do you feel that your faith (religion) is helpful to you? – Are there any religious practices that are important to you?
2013-01-29T01:48:45.980962," by Nancy Leigh Harless, Kerry-Ann Morris",To the Rescue: Stories from Healthcare Workers at the Scenes of Disasters,Highlighted by 4 Kindle users,"We haven’t been given everything we have in our lives to hoard, but to share."
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 4 Kindle users,Electronic Medical Records (EMRs) or Electronic Health Records (EHRs) with detailed patient information can be accessed anywhere anytime by anyone who is authorized.
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 3 Kindle users,A special cause also exists if a run contains too many data points
2013-01-29T01:48:45.980962, by Cindy Jimmerson,Value Stream Mapping for Healthcare Made Easy,Highlighted by 7 Kindle users,"nurses spending as much as 65% of their time looking for things they could not find, clarifying information and instructions that were unclear, and doing redundant paperwork"
2013-01-29T01:48:45.980962," by Grunden, Naida",The Pittsburgh Way to Efficient Healthcare: Improving Patient Care Using Toyota Based Methods,Highlighted by 3 Kindle users,the Toyota-based philosophy relies first and foremost on respect for the customer and the employee—not on saving money.
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 3 Kindle users,"Stagnation—Implementing a system without modifying existing workflow, system configuration, training, and support fails to fully optimize it, which limits organizational growth potential and causes stagnation."
2013-01-29T01:48:45.980962, by Jay Arthur,"Lean Six Sigma for Hospitals: Simple Steps to Fast, Affordable, and Flawless Healthcare",Highlighted by 16 Kindle users,Start measuring the delays between steps in the patient’s care because this is how LOS increases and patient satisfaction decreases.
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 4 Kindle users,"Wireless LANs have several characteristics that make them suitable for wireless health monitoring in homes, assisted living facilities or nursing homes."
2013-01-29T01:48:45.980962," by Nancy Leigh Harless, Kerry-Ann Morris",To the Rescue: Stories from Healthcare Workers at the Scenes of Disasters,Highlighted by 4 Kindle users,"International Medical Corps (IMC), a small organization based in Santa Monica, California."
2013-01-29T01:48:45.980962," by Imogen Evans, Iain Chalmers, Hazel Thornton, Paul Glasziou",Testing Treatments: Better Research for Better Healthcare,Highlighted by 3 Kindle users,UK Database of Uncertainties about the Effects of Treatments (UK DUETs) www.evidence.nhs.uk
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 4 Kindle users,"Fixing this will require a new kind of leader who can organize doctors into teams, measure their performance"
2013-01-29T01:48:45.980962," by Elizabeth Bradley, Lawton Burns","Shortell and Kaluzny's Healthcare Management: Organization Design and Behavior, 6th Edition",Highlighted by 3 Kindle users,organizational culture is the deepest level of basic and shared assumptions and beliefs that are shared by members of an organization.
2013-01-29T01:48:45.980962, by Julius J. Nam,World Religions for Healthcare Professionals,Highlighted by 3 Kindle users,"exists because there is nothing permanent in life including the self. When one comes to understand that there is no real self, one will find liberation from suffering."
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 5 Kindle users,"“Doctors are very competitive and want to be A students, so I use those two characteristics as levers to motivate behavior change.”"
2013-01-29T01:48:45.980962, by John Kenagy MD,Designed to Adapt: Leading Healthcare in Challenging Times,Highlighted by 4 Kindle users,You cannot just think your way into a new way of acting. You must also act your way into a new way of thinking.
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 4 Kindle users,A flaw in some of the proposals for fixing health care is the failure to address the complexity of patient care in which predictability and ambiguity exist side by side.
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 4 Kindle users,Managers and technologies need to focus instead on enabling less expensive professionals to do progressively more sophisticated things in less expensive settings.
2013-01-29T01:48:45.980962, by Raymond G. Carey,Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies,Highlighted by 3 Kindle users,"After 25 data points, additional data will not appreciatively increase the power of the tests."
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 4 Kindle users,"Applying evidence to practice requires standardization, not just of operational routines but also of the rules for making clinical decisions and executing tasks."
2013-01-29T01:48:45.980962, by Bruce S. Jansson,Improving Healthcare Through Advocacy: A Guide for the Health and Helping Professions,Highlighted by 3 Kindle users,The fear of being censored or punished for advocacy often deters frontline staff from engaging in it—even when this fear is not warranted.
2013-01-29T01:48:45.980962, by Raymond G. Carey,Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies,Highlighted by 3 Kindle users,control chart should have about 20 to 25 data subgroups to apply the four tests
2013-01-29T01:48:45.980962, by Raymond G. Carey,Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies,Highlighted by 3 Kindle users,the standard deviation (or sigma) of a control chart is not computed in the same way as the standard deviation of a distribution
2013-01-29T01:48:45.980962," by Sanjaya Kumar MD MSc MPH, David Nash MD MBA",Demand Better! Revive Our Broken Healthcare System,Highlighted by 4 Kindle users,Hospitals are in the business of treating the episodes that are the end results of preventable diseases.
2013-01-29T01:48:45.980962, by Shelley C Safian,Essentials of Healthcare Compliance,Highlighted by 4 Kindle users,This is the basis for a compliance program-to interpret the laws and provide each staff member with an unmistakable understanding of what should and should not be done in the course of their job performance.
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 4 Kindle users,"theory– practice divide emerged. In order to overcome this, evidence based practice became a strategy for getting research into practice."
2013-01-29T01:48:45.980962," by Nancy Leigh Harless, Kerry-Ann Morris",To the Rescue: Stories from Healthcare Workers at the Scenes of Disasters,Highlighted by 4 Kindle users,"John Keats so aptly stated, “Nothing ever becomes real till it is experienced.”"
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 6 Kindle users,These organizations understand that medical knowledge is now too voluminous to be stored in the heads of individual physicians and must instead be embedded in protocols and routines.
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 4 Kindle users,A recent study by the Commonwealth Fund found that the most common quality problems reported by physicians are related to problems of coordination.
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 5 Kindle users,"highly unionized company in the U.S. airline industry. However, unlike most others, it accepted unionization without a fight"
2013-01-29T01:48:45.980962, by Ezekiel J. Emanuel,"Healthcare, Guaranteed: A Simple, Secure Solution for America",Highlighted by 7 Kindle users,taxes as expenses.  The U.S. Treasury loses in excess of $200 billion per year because  of this tax break-almost double the mortgage deduction.
2013-01-29T01:48:45.980962," by Grunden, Naida",The Pittsburgh Way to Efficient Healthcare: Improving Patient Care Using Toyota Based Methods,Highlighted by 4 Kindle users,"The Rules of Work Redesign, derived from Bowen and Spear’s “Rules in Use,” guide process improvement in Perfecting Patient CareSM."
2013-01-29T01:48:45.980962, by Shelley C Safian,Essentials of Healthcare Compliance,Highlighted by 3 Kindle users,"""The best executive is the one who has sense enough to pick good men to do what he wants done, and self-restraint to keep from meddling with them while they do it."""
2013-01-29T01:48:45.980962, by Norah Vincent,Voluntary Madness: Lost and Found in the Mental Healthcare System,Highlighted by 6 Kindle users,"They know what I now know: nothing and no one can do for a person what he will not do for himself, even if he is crazy."
2013-01-29T01:48:45.980962, by Raymond G. Carey,Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies,Highlighted by 4 Kindle users,"When a process exhibits special cause variation, the change effort should focus on investigating the origin of the special cause,"
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 3 Kindle users,Relationships are an essential ingredient of any workable solution to the coordination problem because they drive the communication through which coordination occurs.
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 6 Kindle users,"connected by shared goals, shared knowledge, and mutual respect, their communication tends to be more frequent, timely, accurate, and focused on problem solving,"
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 4 Kindle users,"Some of the applications are target field imaging, intrusion detection and surveillance, weather monitoring, detection of ambient conditions including those of patients, inventory control, and disaster management."
2013-01-29T01:48:45.980962," by Grunden, Naida",The Pittsburgh Way to Efficient Healthcare: Improving Patient Care Using Toyota Based Methods,Highlighted by 3 Kindle users,Only when physicians and top leaders themselves championed the work did lasting improvements result and spread within institutions and the community.
2013-01-29T01:48:45.980962, by Pamela Popper,Solving America's Healthcare Crisis,Highlighted by 5 Kindle users,"The best diet for health maintenance is a near-vegetarian or vegan diet with 75% of calories from complex carbohydrate, 10% of calories as the upper limit from protein and 15% as the upper limit from fat."
2013-01-29T01:48:45.980962, by Cindy Jimmerson,Value Stream Mapping for Healthcare Made Easy,Highlighted by 6 Kindle users,"Specifying (or another way to say this is, “standardizing”) the work is never intended to interfere with professional judgment. On the contrary, it is there to build confidence and reliability in processes that support good work."
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 3 Kindle users,Our balanced scorecard aligned the hospital’s goals along four equally important quadrants: financial health; customer satisfaction; internal business procedures; and employee satisfaction.
2013-01-29T01:48:45.980962, by Douglas A. Perednia,Overhauling America's Healthcare Machine: Stop the Bleeding and Save Trillions,Highlighted by 8 Kindle users,Between one-third and one-half of what we spend does absolutely nothing to improve health or add value to the lives of patients.
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 3 Kindle users,See the effect of a change in the process Provide a common reference point Provide a more accurate basis for prediction
2013-01-29T01:48:45.980962," by Imogen Evans, Iain Chalmers, Hazel Thornton, Paul Glasziou",Testing Treatments: Better Research for Better Healthcare,Highlighted by 3 Kindle users,"Angell M. Drug companies & doctors: a story of corruption. New York Review of Books, January 15, 2009."
2013-01-29T01:48:45.980962," by Professor Wilfred McSherry, Dr Linda Ross",Spiritual Assessment in Healthcare Practice,Highlighted by 3 Kindle users,– What has bothered you most about being sick or about what is happening to you? – What do you think is going to happen to you?
2013-01-29T01:48:45.980962, by Cindy Jimmerson,Value Stream Mapping for Healthcare Made Easy,Highlighted by 4 Kindle users,The term value stream map (VSM) refers to a graphic representation of the trail of activities that occur from the moment a request is made for a service or product until the moment that request is satisfied.
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 4 Kindle users,According to Benner and Tanner (1987) intuitive knowledge and analytical reasoning are not opposed to each other – they can and do work together.
2013-01-29T01:48:45.980962," by Carolyn Suneja, Aneesh Suneja","Lean Doctors: A Bold and Practical Guide to Using Lean Principles to Transform Healthcare Systems, One Doctor at a Time",Highlighted by 3 Kindle users,"(Learning To See, by Mike Rother and Dan Shook, is a great introduction.)"
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 5 Kindle users,structured pattern of thought that begins with identifying and articulating a problem that limits the system and prevents well-intended workers from delivering Ideal service.
2013-01-29T01:48:45.980962, by Jay Arthur,"Lean Six Sigma for Hospitals: Simple Steps to Fast, Affordable, and Flawless Healthcare",Highlighted by 18 Kindle users,"Stop watching your clinical staff. Start watching the patient, because the patient is idle 57 minutes out of every hour of the total turnaround time."
2013-01-29T01:48:45.980962, by Jay Arthur,"Lean Six Sigma for Hospitals: Simple Steps to Fast, Affordable, and Flawless Healthcare",Highlighted by 16 Kindle users,"Lean Six Sigma is, first of all, a mind-set for solving specific problems surrounding the three demons of quality: delay, defects, and deviation."
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 4 Kindle users,IEEE 802.11 is used primarily for data applications as it was not designed to support real time traffic such as voice and video due to delay and bandwidth considerations.
2013-01-29T01:48:45.980962," by Professor Wilfred McSherry, Dr Linda Ross",Spiritual Assessment in Healthcare Practice,Highlighted by 3 Kindle users,"Until recently the health professions have largely followed a medical model, which seeks to treat patients by focusing on medicines and surgery, and gives less importance to beliefs and faith. This"
2013-01-29T01:48:45.980962," by Sanjaya Kumar MD MSc MPH, David Nash MD MBA",Demand Better! Revive Our Broken Healthcare System,Highlighted by 3 Kindle users,"18 percent of what doctors do is based on Grade-A randomized, controlled trial evidence;"
2013-01-29T01:48:45.980962, by Jay Arthur,"Lean Six Sigma for Hospitals: Simple Steps to Fast, Affordable, and Flawless Healthcare",Highlighted by 8 Kindle users,"Rule 1: Walking is waste. When medical facilities are redesigned to prevent unnecessary movement of clinicians and patients, patient flow improves, and patient outcomes improve."
2013-01-29T01:48:45.980962," by Imogen Evans, Iain Chalmers, Hazel Thornton, Paul Glasziou",Testing Treatments: Better Research for Better Healthcare,Highlighted by 3 Kindle users,"When thinking about possible treatments, you may find the information on decision aids at www.ohri.ca/DecisionAid helpful."
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 4 Kindle users,paradigm shift comes not in accepting the idea that good medicine costs money but that your health is an asset that deserves your investment.
2013-01-29T01:48:45.980962," by Mark S. Gaunya, Jennifer A. Borislow",Bend the Healthcare Trend: How Consumer-Driven Health & Wellness Plans Lower Insurance Costs,Highlighted by 4 Kindle users,business–fifty to seventy percent of illnesses can be prevented by healthy behavioral changes.
