tags,text,created_at,from_user,from_user_id,to_user_id,id,to_user
healthcare::IDONTunderstandyou,RT @TeTurner3: When I fall asleep in polins class tomorrow she can blame herself #healthcare #IDONTunderstandyou,"Fri, 08 Feb 2013 04:45:16 +0000",ellen_sweat,557355398,0,299740657252188161,
Cloud::ERP::Cloud::IT,Check out the 5 #Cloud Computing Advantages For The Healthcare Industry : http://t.co/iqgZKRds #ERP #Cloud #IT,"Fri, 08 Feb 2013 04:45:07 +0000",RamcoSystems,99916419,0,299740622254911488,
,“@Reuters: Catholic bishops reject Obama offer on contraceptive coverage http://t.co/m8PTWXGE” -&gt; mind boggling and quite tiring this...,"Fri, 08 Feb 2013 04:43:53 +0000",ma_amikron3,1001667596,0,299740308982345728,
healthtips::health::fitne,#healthtips RT @HealthSignUp HEALTHCARE - Sign-Up For FREE HEALTH AND FITNESS Tips And Advice &gt;&gt;&gt; http://t.co/Pwcd42lB #health #fitne...,"Fri, 08 Feb 2013 04:43:02 +0000",superz_healthy,290933956,0,299740095446134784,
,Rt @ShantiGidwani Does this 37 second video show us the future vision of healthcare? Or is it just cute? http://t.co/DytpK9xw,"Fri, 08 Feb 2013 04:42:50 +0000",bacigalupe,12808192,770381083,299740044007186432,ShantiGidwani
,Maharashtra healthcare woes: Over 1 lakh children dead in 4 yrs http://t.co/4DQeaEi1,"Fri, 08 Feb 2013 04:42:44 +0000",KhabarAntar,363494152,0,299740020858814464,
nurse::jobs,#nurse #jobs Nurse Practitioner at On Assignment Healthcare Staffing (CA): Title: Nurse Practitioner Experience:...  http://t.co/4K5J10uR,"Fri, 08 Feb 2013 04:42:18 +0000",NurseJobsCA,615453111,0,299739909760094208,
,"Got a nigga in the streets, no Healthcare, tryin' to slang weed just to put shoes on the feet.","Fri, 08 Feb 2013 04:42:08 +0000",GalvezBRO_10,76233701,0,299739870539153408,
,JME Journal: Healthcare resource utilization and economic impact of a ≥2 g/dL decrease in hemoglobin in osteoart... http://t.co/XyscAcbL,"Fri, 08 Feb 2013 04:41:34 +0000",JME_Journal,31438354,0,299739728708775936,
PatientEngagement,"#PatientEngagement is a new way of thinking in healthcare. It's a culture change from end to end, for all stakeholders to share openly.","Fri, 08 Feb 2013 04:41:03 +0000",Relatient,863501233,0,299739599067029505,
,"@brianomwaka BroadReach Healthcare Program Officer, BroadReach Program Job in Western and Nyanza... http://t.co/FEZKj0aC @kenyanjobsblog","Fri, 08 Feb 2013 04:40:35 +0000",YuleMjanja,249592023,251501817,299739478220734465,brianomwaka
SocializedMedicine::Obamacare,"#SocializedMedicine, #Obamacare UptonSinclair, Orange Juice – And the link  http://t.co/7K2umWdJ","Fri, 08 Feb 2013 04:40:25 +0000",RichMonetti,21576021,0,299739436848144384,
nurse::jobs,"#nurse #jobs Nurse Practitioner/Physician Assistant at Valor Healthcare (Monaca, PA): Valor Healthcare is a fast...  http://t.co/DUQlCKOa","Fri, 08 Feb 2013 04:40:21 +0000",nursejobsinPA,635558043,0,299739422725906433,
CRYIndia,"Thousands of children are not getting timely healthcare. Retweet if you want to change
this situation #CRYIndia","Fri, 08 Feb 2013 04:40:18 +0000",CRYINDIA,44070443,0,299739407802589185,
HIPAA,RT @HIPAAWatch: A Detailed Analysis of Changes to HIPAA and the Implications for Healthcare Providers and Others in... http://t.co/FgXlrSdy #HIPAA,"Fri, 08 Feb 2013 04:40:18 +0000",ProBroker,1123450248,0,299739406292631552,
healthcare::jobs::Ottawa,"#healthcare #jobs Registered Nurse: Ottawa, ON - Sorry, we had a problem creating the alert. Please w... http://t.co/byERZtrd in #Ottawa","Fri, 08 Feb 2013 04:39:40 +0000",Careerjet_ca,202176605,0,299739247462711296,
Maharashtra,RT @jitengajaria: http://t.co/QmUJXToI - so nearly 70 kids die in #Maharashtra daily due to negligence of Mah Govt and Health ministry. Maut ke Saudagar?,"Fri, 08 Feb 2013 04:39:04 +0000",MukulAgarwal66,356104964,0,299739096820109312,
,Healthcare Jobs: Healthcare Assistants - Hospitals http://t.co/yLgW6JYn,"Fri, 08 Feb 2013 04:38:37 +0000",ukhealthjob,402667123,0,299738986497310723,
,Healthcare Jobs: Healthcare Assistants - Hospitals http://t.co/03BAgln4,"Fri, 08 Feb 2013 04:38:37 +0000",topnewjob,309138239,0,299738984693776384,
,Healthcare Assistants - Hospitals http://t.co/1kXoBEQJ,"Fri, 08 Feb 2013 04:38:36 +0000",topnewjob,309138239,0,299738982349164544,
,Healthcare Assistants - Hospitals http://t.co/0RCeaTKp,"Fri, 08 Feb 2013 04:38:36 +0000",swishbusiness,222592073,0,299738980298149888,
fact,RT @Kelvinyii88: Healthcare is a basic right for everyone. They should not be denied this right base on their geographic location of accomodation..#fact,"Fri, 08 Feb 2013 04:38:29 +0000",vivaelpoderoso,275382303,0,299738950971559936,
health::fitness,HEALTHCARE - Sign-Up For FREE HEALTH AND FITNESS Tips And Advice &gt;&gt;&gt; http://t.co/PbXFIVDe #health #fitness,"Fri, 08 Feb 2013 04:38:24 +0000",HealthSignUp,336500117,0,299738931988156416,
,@wesleytree33 Kobe Bryant used to think triathlons and universal healthcare were the basis for Transformers 3. True story.,"Fri, 08 Feb 2013 04:38:20 +0000",andythestrong,277646038,408039422,299738914313347072,wesleytree33
fact,Healthcare is a basic right for everyone. They should not be denied this right base on their geographic location of accomodation..#fact,"Fri, 08 Feb 2013 04:38:05 +0000",Kelvinyii88,345064260,0,299738851944058880,
,RT @jeremyr614: I must be a racist cause I dont want to pay for your healthcare when I can barely afford my own.,"Fri, 08 Feb 2013 04:37:56 +0000",AaronEngland,24235057,0,299738812282707969,
newzealand::jobs,#newzealand Licensed Practical-Vocational Nurse-FT Days-Kindred Hospital Northland: Kindred HealthCare Sys... http://t.co/wn9AoCiq #jobs,"Fri, 08 Feb 2013 04:37:48 +0000",Careerjet_nz,288889899,0,299738779772657665,
newzealand::jobs,#newzealand Certified Nursing Assistant-FT Days-Kindred Hospital Northland: Kindred HealthCare System - US... http://t.co/Bf7eyLJy #jobs,"Fri, 08 Feb 2013 04:37:48 +0000",Careerjet_nz,288889899,0,299738778778611712,
,"JOBS/RHODE ISLAND: Cardiovascular Nurse - (Cardio - CVICU RN): American Mobile Healthcare - Providence, RI -  Jo... http://t.co/0zfIi31j","Fri, 08 Feb 2013 04:37:46 +0000",NurseJobsUSA,41766391,0,299738769492418561,
,"BPO firm Genpact said it has acquired Jawood, a business services provider to healthcare payer industry, for an undisclosed amount...","Fri, 08 Feb 2013 04:37:38 +0000",sureshkms,174952510,0,299738738278428674,
smallbusiness::smallbiz,Small business owners have no strategy for coping with rising healthcare costs ... http://t.co/Q4jANPm6 #smallbusiness #smallbiz,"Fri, 08 Feb 2013 04:37:35 +0000",remote_staff,20421374,0,299738724604993537,
YouTube::Healthcare::Exercise::Selfhelp,#YouTube #Healthcare #Exercise Magic Panty Anti Cellulite Shorts On the Rachael Ray Show. http://t.co/JNSHZpcb #Selfhelp Iomg,"Fri, 08 Feb 2013 04:37:32 +0000",Lucrecia_Nao,414391747,0,299738713494261760,
YouTube::Healthcare::Exercise::Selfhelp,#YouTube #Healthcare #Exercise Magic Panty Anti Cellulite Shorts On the Rachael Ray Show. /t.co/2nh35YXd #Selfhelp IK,"Fri, 08 Feb 2013 04:37:32 +0000",AcidReflux_Cure,798485558,0,299738710080106496,
,@NormBoardman @StevieJWest My larger point is that a 1-size-fits-all healthcare policy enforced by govt thugs is dangerous ground.,"Fri, 08 Feb 2013 04:36:49 +0000",AtlasExplorer,1003125385,36359990,299738529985069057,NormBoardman
,@SayethSimon @3ambarbie @secretservice 200 dead is an act of patriotism. Universal healthcare is treason.,"Fri, 08 Feb 2013 04:36:41 +0000",guiltyb0b,303363188,15280845,299738498288734208,SayethSimon
,RT @NJLahori: We shdnt hv a Metro 4 th public becoz of bad healthcare?Poor education?Why cant ppl travel in peace till govts build better systms?Why wait?,"Fri, 08 Feb 2013 04:36:38 +0000",choudhary_umair,1030462980,0,299738487027019776,
,UPS economic proposal on healthcare??? http://t.co/6R0d3QP5 @BROWNAVE.COM,"Fri, 08 Feb 2013 04:36:35 +0000",BROWNAVE,202942211,0,299738474129530880,
Professor::Faculty::PhD::ISscholar,Tenure-Track Assistant/Associate #Professor in Healthcare Management @ Fayetteville State University #Faculty #PhD #ISscholar,"Fri, 08 Feb 2013 04:36:24 +0000",ISScholar,403980279,0,299738427132350464,
,Healthcare Software Support Technician http://t.co/5MBy4GtG,"Fri, 08 Feb 2013 04:36:03 +0000",richardbro,24547187,0,299738337328132097,
,"In Denmark, they have free college education and free healthcare. *starts packing*","Fri, 08 Feb 2013 04:35:47 +0000",ashhzilla,30671318,0,299738271343333376,
,How does an HIT student with a healthcare degree become a qualified candidate? - YouTube http://t.co/uOyWrDKX,"Fri, 08 Feb 2013 04:35:27 +0000",AlliJHarrison,509769878,0,299738187872497665,
Healthcare::tcot,Dr. Ben Carson's amazing speech at National Prayer Breakfast with Obama.  Gives his solution to #Healthcare http://t.co/q7Wr36S9 #tcot,"Fri, 08 Feb 2013 04:35:23 +0000",COCOGOP,288041411,0,299738173016256512,
,"JOBS/MONTANA: Registered Nurse- 16hr Shifts-Park Place-Great Falls, MT-Urgent: Kindred HealthCare System - Great... http://t.co/eMpULkk1","Fri, 08 Feb 2013 04:35:21 +0000",NurseJobsUSA,41766391,0,299738164229206016,
,The usage of Twitter as a healthcare advertising tool is becoming increasingly prevalent.,"Fri, 08 Feb 2013 04:35:17 +0000",rotteier05,1159103586,0,299738143979081728,
Fitness::Healthcare::Nutrition,#Fitness #Healthcare EnteroMedics Weight-Loss Device Is A Pulsing Placebo http://t.co/6nrpZVCL #Nutrition,"Fri, 08 Feb 2013 04:35:03 +0000",Myong_Wisley,414391600,0,299738085548244992,
,http://t.co/mcxhJh2a How Healthcare Expenses Cost Us Saturday Postal Delivery - TIME,"Fri, 08 Feb 2013 04:34:49 +0000",health6991,341779822,0,299738027780091904,
ahc::alberta::healthcare,"a layoff of health care workers that isn't a layoff, and the failure of a fix-it strategy. http://t.co/WRYqXFtl #ahc #alberta #healthcare","Fri, 08 Feb 2013 04:34:38 +0000",robertmcbean,16637812,0,299737982238334977,
healthcare::jobs,"US #healthcare #jobs Registered Nurse: Fairfield Medical Center - Lancaster, OH -  Registered Nurse Department: ... http://t.co/oNrvBazH","Fri, 08 Feb 2013 04:34:01 +0000",Careerjet_us,285202377,0,299737825241354240,
healthcare::jobs,"US #healthcare #jobs Certified Occupational Therapy Assistant - COTA: CountryWide Therapy - Myrtle Beach, SC -  ... http://t.co/XRL7Xu5L","Fri, 08 Feb 2013 04:34:00 +0000",Careerjet_us,285202377,0,299737824557670400,
healthcare::jobs,"US #healthcare #jobs Medical Assistant- MGMC: MaineGeneral Health - Augusta, ME -  Medical Assistant- MGMC Depar... http://t.co/COA1kFSv","Fri, 08 Feb 2013 04:34:00 +0000",Careerjet_us,285202377,0,299737823723016192,
healthcare::jobs,"US #healthcare #jobs STAFF RN - RECOVERY - PER DIEM - VARIED SHIFTS: Tenet - Lakewood, CA -  Title: STAFF RN - R... http://t.co/cbNo6KYQ","Fri, 08 Feb 2013 04:34:00 +0000",Careerjet_us,285202377,0,299737823039344640,
,Biomedical industry in India has come up the hard way. Hope to see a revolutionary future. http://t.co/nW8ocref,"Fri, 08 Feb 2013 04:33:32 +0000",swethapai,88035605,0,299737706932613120,
EastleighJobs,"Eastleigh Jobs: Healthcare Market Development Manager: Aviva - Eastleigh, Hampshire -  Within thi... http://t.co/UMsEXkmx #EastleighJobs","Fri, 08 Feb 2013 04:33:29 +0000",Eastleigh_Jobs,163510270,0,299737693682802688,
Jobs,"Manassas Job: Progressive Care Nurse - (PCU RN): American Mobile Healthcare - Manassas, VA - Job Description &amp;... http://t.co/fLUZC03s #Jobs","Fri, 08 Feb 2013 04:33:05 +0000",Manassas_Jobs,226893979,0,299737592050630656,
,Why is Canada so awesome and peaceful with their healthcare and weed for all and no WBC members anywhere in site. Ugh you lucky Canucks,"Fri, 08 Feb 2013 04:33:02 +0000",JazzyJJ,15129417,0,299737579203461120,
Jobs::Utica,"Utica Jobs: Staff RN - 5th floor: Faxton-St. Lukes Healthcare - Utica, NY - Staff RN - 5th floor... http://t.co/GWZ2mGhy #Jobs #Utica","Fri, 08 Feb 2013 04:32:19 +0000",Utica_Jobs_US,263677945,0,299737398340890625,
Jobs::Utica,"Utica Jobs: RN, Generalist, PA , Techs: Oneida Healthcare - Utica, NY - ONEIDA HEALTHCARE Exceptional... http://t.co/oUB9Dtg4 #Jobs #Utica","Fri, 08 Feb 2013 04:32:17 +0000",Utica_Jobs_US,263677945,0,299737392640831490,
Jobs,Beaumont Jobs: Physical Therapist / Therapy (PT) - SNF 13 Week Contract: Centra Healthcare Solutions -... http://t.co/5ZeEZPLk #Jobs,"Fri, 08 Feb 2013 04:32:15 +0000",Beaumont_Job_TX,234091584,0,299737380661891072,
healthcare::jobs::Calgary,"#healthcare #jobs Nurse Practitioner - Adult, DCCP (Inpatient and Nocturnal Hemodialysis): St. Micha... http://t.co/zhdg2Prh in #Calgary","Fri, 08 Feb 2013 04:32:09 +0000",Careerjet_ca,202176605,0,299737356594999296,
healthcare::jobs::Calgary,#healthcare #jobs Dental receptionist (Dental Implant Treatment Coordinator): Chrysalis Dental Centr... http://t.co/oGdcFlXN in #Calgary,"Fri, 08 Feb 2013 04:32:09 +0000",Careerjet_ca,202176605,0,299737355840000000,
healthcare::jobs::Calgary,"#healthcare #jobs Pharmacy Technician II - Operating Room: University Health Network - Toronto, ON -... http://t.co/Jxqjpnjw in #Calgary","Fri, 08 Feb 2013 04:32:08 +0000",Careerjet_ca,202176605,0,299737355051470848,
healthcare::jobs::Toronto,"#healthcare #jobs Nurse Practitioner - Adult, DCCP (Inpatient and Nocturnal Hemodialysis): St. Micha... http://t.co/5LRgSXbB in #Toronto","Fri, 08 Feb 2013 04:32:07 +0000",Careerjet_ca,202176605,0,299737350903320577,
healthcare::jobs::Toronto,#healthcare #jobs Dental receptionist (Dental Implant Treatment Coordinator): Chrysalis Dental Centr... http://t.co/AIlZ2joT in #Toronto,"Fri, 08 Feb 2013 04:32:07 +0000",Careerjet_ca,202176605,0,299737350223835136,
healthcare::jobs::Toronto,"#healthcare #jobs Pharmacy Technician II - Operating Room: University Health Network - Toronto, ON -... http://t.co/uzyBgxNW in #Toronto","Fri, 08 Feb 2013 04:32:07 +0000",Careerjet_ca,202176605,0,299737349020082176,
,"CMS, AHRQ Announce EHR Format for Children: http://t.co/l1IzXdBt  The AHRQ announcement (w/link to format) at: http://t.co/S3MhiK3F","Fri, 08 Feb 2013 04:32:05 +0000",snirody,19379387,0,299737341399011328,
Jobs::Telford,"Telford Jobs: Care Worker - Telford and Surrounding areas: Allied Healthcare - Telford, Shropshire -... http://t.co/3rmY82dg #Jobs #Telford","Fri, 08 Feb 2013 04:32:03 +0000",Telford_Jobs,108689993,0,299737332712628224,
,Maharashtra healthcare woes: Over 1 lakh children dead in 4 yrs http://t.co/DRoSDoag,"Fri, 08 Feb 2013 04:31:38 +0000",INDIA_2day,475782402,0,299737226525417472,
Diversity,RT @HEALTHofLGBT: @trentmkays Please share TC Colleague! HEALTHCARE PROVIDERS NEEDED FOR A DISSERTATION SURVEY! http://t.co/TTQftDtA #Diversity THX!,"Fri, 08 Feb 2013 04:31:34 +0000",trentmkays,64070349,0,299737212436762624,
Jobs,"Kenosha Job: Physical Therapist/PT, Physical Therapy: ABC Healthcare - Kenosha, WI - ABC Healthcare is a... http://t.co/iaE9qkZi #Jobs","Fri, 08 Feb 2013 04:31:34 +0000",Kenosha_Jobs,210778964,0,299737212034105344,
Jobs::Arvada,"Arvada Jobs: Certified Nurse Aide, Long Term Care: Exempla Healthcare - Arvada, CO - Job Title:... http://t.co/lbFgGZCM #Jobs #Arvada","Fri, 08 Feb 2013 04:31:33 +0000",Arvada_Jobs_CO,275976432,0,299737207831420928,
ing::Healthcare::recovery::eatingdisorders::slips,re#ing: What your #Healthcare Team Needs to Know Re Yr Non-compliance http://t.co/jI9gi1m2 #recovery #eatingdisorders #slips,"Fri, 08 Feb 2013 04:31:33 +0000",hikerrd,180195667,0,299737205637795840,
,Catholic bishops reject Obama offer on contraceptive coverage - Reuters http://t.co/xyNntN5b,"Fri, 08 Feb 2013 04:31:32 +0000",BargainsDeal,784442935,0,299737202349445121,
UniteBlue::ctl::ObamaCare::p2,"MT @StevenSinger3: Liberals protest WAR.
Conservatives protest HEALTHCARE.
@RWwatchMA http://t.co/uNxEnkvW #UniteBlue #ctl #ObamaCare  #p2","Fri, 08 Feb 2013 04:31:22 +0000",BlizzyBe,339487249,839779261,299737158317662208,StevenSinger3
Jobs,"Kissimmee Jobs: Busy Othopedic Practice in Central Florida: HCA Healthcare - Kissimmee, FL - Busy Orthopedic... http://t.co/nNqvUjYX #Jobs","Fri, 08 Feb 2013 04:31:05 +0000",Kissimmee_Jobs,132145715,0,299737088805449728,
TelfordJobs,"Telford Jobs: Care Worker - Telford and Surrounding areas: Allied Healthcare - Telford, Shropshire ... http://t.co/ywkTlhUp #TelfordJobs","Fri, 08 Feb 2013 04:30:51 +0000",Telford_Jobs,108689993,0,299737032052334592,
Jobs::LongBeach,"Long Beach Job: Healthcare Provider Relations Advocate - Long Beach, CA: UnitedHealth Group - Long... http://t.co/w8GNJSGf #Jobs #LongBeach","Fri, 08 Feb 2013 04:30:43 +0000",Long_Beach_Job_,209502625,0,299736997747113984,
HealthCare,Fulbright Represents Major Stockholder in GE Healthcares Acquisition of Unique... @GEHealthcare #HealthCare - http://t.co/VpvfiC92,"Fri, 08 Feb 2013 04:30:38 +0000",FulbrightCorp,558702191,0,299736976993693698,
Jobs::BurtonUponTrent,"Burton Job: Cardiac Nurse: TTM Healthcare - Burton upon Trent, Staffordshire - TTM Healthcare... http://t.co/GnNNmCG3 #Jobs #BurtonUponTrent","Fri, 08 Feb 2013 04:30:38 +0000",Burton_on_Trent,168089145,0,299736974607130624,
Jobs::PembrokePines,Pembroke Pines Jobs: Patient Care Associate-SR: Florida Hospital Memorial Healthcare System -... http://t.co/72RvExMR #Jobs #PembrokePines,"Fri, 08 Feb 2013 04:30:37 +0000",PembrokePinesWk,280651204,0,299736973353050114,
Jobs::Scottsdale,"Scottsdale Jobs: Supervisor-Housekeeping: Scottsdale Healthcare - Scottsdale, AZ -... http://t.co/HTRO6Hat #Jobs #Scottsdale","Fri, 08 Feb 2013 04:30:36 +0000",Scottsdale_Job,193423356,0,299736968038846465,
Jobs,"Chula Vista Job: Health Care Partner - HCP: Sharp HealthCare - Chula Vista, CA - Looking for enthusiastic... http://t.co/qu80WcxK #Jobs","Fri, 08 Feb 2013 04:30:35 +0000",Chula_Vista_Job,229038635,0,299736961407655937,
Jobs::Scottsdale,"Scottsdale Jobs: RN: Scottsdale Healthcare - Scottsdale, AZ - RN Facility: SHC Shea Medical... http://t.co/pdubsFPY #Jobs #Scottsdale","Fri, 08 Feb 2013 04:30:33 +0000",Scottsdale_Job,193423356,0,299736956420628480,
,"Top NYC Brooklyn Job Registered Nurse - RN Rehabilitation at Maxim Healthcare Services (Brooklyn, NY)  http://t.co/Ely9qS4l","Fri, 08 Feb 2013 04:30:33 +0000",BrooklynJobs,345462961,0,299736956080898048,
HealthcareFinance,"Healthcare policy leaders encourage the industry to speed up change ""coordinate care better"" | #HealthcareFinance News &gt;...","Fri, 08 Feb 2013 04:30:22 +0000",jessdrew,14231823,0,299736909129863168,
,@DejaVuki or you can take advantage of the wonderful healthcare system,"Fri, 08 Feb 2013 04:30:18 +0000",DVidjen,527847809,257554825,299736893665472512,DejaVuki
,If Airlines Were Run Like Healthcare - Video | HealthWorks Collective http://t.co/eWjv7qly,"Fri, 08 Feb 2013 04:30:17 +0000",GPille,429097105,0,299736887566929921,
healthcare::IDONTunderstandyou,When I fall asleep in polins class tomorrow she can blame herself #healthcare #IDONTunderstandyou,"Fri, 08 Feb 2013 04:30:10 +0000",TeTurner3,320952944,0,299736859733524480,
,@Kelvinyii88 hence why I strongly belive that improving healthcare is way more important than free education.,"Fri, 08 Feb 2013 04:29:52 +0000",vivaelpoderoso,275382303,345064260,299736784336723969,Kelvinyii88
healthcare::jobs,Hospice Administrator Job: Office &amp; Clerical Administrative at HCR ManorCare in MI http://t.co/PIY4Nr7Y #healthcare #jobs,"Fri, 08 Feb 2013 04:29:45 +0000",MedicalPosition,95814609,0,299736751440814082,
healthcare::jobs,Hospice Administrator Job: Office &amp; Clerical Administrative at HCR ManorCare in MI http://t.co/207kDM9g #healthcare #jobs,"Fri, 08 Feb 2013 04:29:44 +0000",jobs_hospital,100345897,0,299736749574344704,
healthcare::jobs,Hospice Administrator Job: Office &amp; Clerical Administrative at HCR ManorCare in MI http://t.co/dpgVi7PR #healthcare #jobs,"Fri, 08 Feb 2013 04:29:44 +0000",Health_CareJobs,100594700,0,299736747951149056,
hospital::jobs,"Healthcare Job: Hospice Administrator Job: Office &amp; Clerical Administrative at HCR ManorCare in MI http://t.co/gtjEOPjx #hospital, #jobs","Fri, 08 Feb 2013 04:29:42 +0000",healthcarejob__,213391139,0,299736740703375360,
,Healthcare Job: Hospice Administrator Job: Office &amp; Clerical Administrative at HCR ManorCare in MI http://t.co/o7zJrLmM,"Fri, 08 Feb 2013 04:29:42 +0000",Hospital_Jobs,61612407,0,299736738773991425,
Jobs,"Durham Jobs: Activities Assistant - PT - Durham, NC: Kindred HealthCare System - Durham, NC - About the... http://t.co/kj2PamdV #Jobs","Fri, 08 Feb 2013 04:29:37 +0000",Durham_Jobs_USA,242447814,0,299736720885297153,
Jobs,"Topeka Job: Occupational Therapist F/T - Topeka, KS: Kindred HealthCare System - Topeka, KS - We are currently... http://t.co/eV96woRK #Jobs","Fri, 08 Feb 2013 04:29:34 +0000",Topeka_Jobs_,222077036,0,299736705928417280,
Jobs,"Topeka Job: Insurance/Healthcare III: Topeka, KS - Title: Insurance/Healthcare III Location: United... http://t.co/rSRiTVP7 #Jobs","Fri, 08 Feb 2013 04:29:32 +0000",Topeka_Jobs_,222077036,0,299736698730979329,
Jobs,Little Rock Jobs: Qualified Social Worker - Children Services - Norfolk: Norfolk - TXM Healthcare are seeking... http://t.co/e96XQmkH #Jobs,"Fri, 08 Feb 2013 04:29:25 +0000",Little_Rock_Job,192987201,0,299736667454070784,
Jobs::Schenectady,Schenectady Jobs: Sr. Systems Analyst - healthcare experience a big plus: Tailwind Associates -... http://t.co/6uJOG5Zu #Jobs #Schenectady,"Fri, 08 Feb 2013 04:29:23 +0000",Schenectady_Job,243566824,0,299736662571900929,
,Novel combination of ibrutinib and bortezomib could be effective new therapy for blood cancers: Laboratory exper... http://t.co/eyl48qsl,"Fri, 08 Feb 2013 04:29:18 +0000",healthcare_dk,127106618,0,299736639855525888,
Jobs,"Ipswich Jobs: Registered Nurse (RGN) - Barchester Healthcare: Barchester Healthcare - Ipswich, Suffolk - What... http://t.co/64zkGPUJ #Jobs","Fri, 08 Feb 2013 04:29:18 +0000",Ipswich_Jobs,104905234,0,299736639155081216,
Jobs,"Ipswich Jobs: Registered Nurse (RMN) - Barchester Healthcare: Barchester Homes - Ipswich, Suffolk - What is... http://t.co/K0Hk2T39 #Jobs","Fri, 08 Feb 2013 04:29:18 +0000",Ipswich_Jobs,104905234,0,299736638039400448,
Diversity,RT @HEALTHofLGBT: @saragoldrickrab Please share TC Colleague! HEALTHCARE PROVIDERS NEEDED FOR A DISSERTATION SURVEY! http://t.co/TTQftDtA #Diversity THX!,"Fri, 08 Feb 2013 04:29:16 +0000",saragoldrickrab,32608975,0,299736633488584705,
Jobs,"Evansville Job: Emergency Room Nurse - Emergency Nurse - (ER RN): American Mobile Healthcare - Evansville, IN... http://t.co/api8RB2D #Jobs","Fri, 08 Feb 2013 04:29:16 +0000",Evansville_Job,221827308,0,299736631836028929,
Jobs,"Evansville Job: General Accountant: Williams Bros. Pharmacy - Evansville, IN - Williams Bros. Healthcare... http://t.co/SBTlVmqY #Jobs","Fri, 08 Feb 2013 04:29:16 +0000",Evansville_Job,221827308,0,299736630489653249,
Jobs::Darlington,"Darlington Job: HOMECARER: Dcs &amp; D Ltd T/A Heritage Healthcare - Darlington, Teesside - Heritage... http://t.co/9fl3IejP #Jobs #Darlington","Fri, 08 Feb 2013 04:29:06 +0000",Darlington_Jobs,121195420,0,299736589469376513,
Jobs::Gwent,Gwent Job: Healthcare Assistants Needed in Gwent: Blaenau Gwent - Agency Nurses to the NHS in Wales. We... http://t.co/rhgy6pRu #Jobs #Gwent,"Fri, 08 Feb 2013 04:29:03 +0000",Gwent_Jobs_UK,59132778,0,299736575254884352,
Jobs::Gwent,Gwent Job: Healthcare Assistants Needed in Gwent: Blaenau Gwent - Merthyr Tydfil - MPS is one of the... http://t.co/uCKRookq #Jobs #Gwent,"Fri, 08 Feb 2013 04:29:02 +0000",Gwent_Jobs_UK,59132778,0,299736573979787264,
,"Easy for people with government healthcare to cut healthcare for women. When I had no insurance, Planned... http://t.co/x6dAVb9L","Fri, 08 Feb 2013 04:29:00 +0000",stacyl61,107530007,0,299736566585241600,
breach::infosec,Healthcare provider sued over data breach http://t.co/QGZQsW02 #breach #infosec,"Fri, 08 Feb 2013 04:28:17 +0000",Sec_Cyber,429580982,0,299736383902326784,
Gun::cost::risk::healthcare::reality,RT @napernurse: A Hospital Offers Grisly Lesson on #Gun Violence. #cost #risk #healthcare #reality http://t.co/2mFhrwNN,"Fri, 08 Feb 2013 04:28:08 +0000",NeedAGPS,917385463,0,299736345658675202,
HaringeyJobs,"Haringey Jobs: Complex Healthcare Assistants - Haringey: Haringey, North London - We are seeking t... http://t.co/zO80SweS #HaringeyJobs","Fri, 08 Feb 2013 04:27:53 +0000",Haringey_Jobs,295877008,0,299736285415882753,
,Tulsan's learning about healthcare delivery.  Change is coming! @tulsaworld http://t.co/AnY4PxOm @dmadelson @DartmouthMHCDS,"Fri, 08 Feb 2013 04:27:52 +0000",OUSCM,70492911,0,299736278373646336,
,"BroadReach Healthcare Program Officer, BroadReach Program Job in Western and Nyanza Regions, Kenya http://t.co/sWsSjDRt","Fri, 08 Feb 2013 04:27:41 +0000",pioneerscollege,34904573,0,299736231493898242,
,"BroadReach Healthcare Program Officer, BroadReach Program Job in Western and Nyanza Regions, Kenya http://t.co/0yoyK0JX","Fri, 08 Feb 2013 04:27:37 +0000",kenyanjobsblog,61775004,0,299736216532815873,
,"RT @JVDaPoet: HEALTHCARE is not meant to heal disease, rather to maintain them. There's no profit in 'curing'. They use your dying body as currency.","Fri, 08 Feb 2013 04:27:30 +0000",jennluvsya,126507358,0,299736187285929984,
,RT @PROVIDENCE1791: Whole Foods CEO John Mackey plans to open private office for employees to get free healthcare http://t.co/y01Ic7aF via @glennbeck,"Fri, 08 Feb 2013 04:27:27 +0000",Fsmth45Faye,806010806,0,299736175013408771,
,"BroadReach Healthcare Program Officer, BroadReach Program Job in Western and Nyanza Regions, Kenya http://t.co/SLHxCsZq","Fri, 08 Feb 2013 04:27:18 +0000",Risingacountant,920716520,0,299736135993815040,
job::rn::nurse,"Nurse Job ED/ICU RN at Maxim Staffing Nursing (Ontario, OR): Maxim Healthcare Services is one of... http://t.co/Kt8GKM7G #job #rn #nurse","Fri, 08 Feb 2013 04:27:16 +0000",HighPaidRN,69663058,0,299736127110250496,
NHS::blog,RT @Forum4theFuture: National Health Products or National Health Services? - How to create a more sustainable healthcare system #NHS http://t.co/qZdwN4US #blog,"Fri, 08 Feb 2013 04:26:42 +0000",dipuoseema,68143662,0,299735986265522176,
,"JOBS/MARYLAND: Perioperative Nurse - Operating Room Nurse - (OR RN): American Mobile Healthcare - Rockville, MD ... http://t.co/00vcL29E","Fri, 08 Feb 2013 04:26:38 +0000",NurseJobsUSA,41766391,0,299735970041958400,
